description,category
HP PETROL #1234,Fuel
UBER TRIP PAYMENT,Travel
AJIO BANGALORE,Shopping
LAB TEST POS,Healthcare
MOBILE RECHARGE PAYMENT,Bills
LAB TEST PAYMENT,Healthcare
ATM WITHDRAWAL ONLINE,Others
MONTHLY SALARY PAYMENT,Salary
AJIO KOCHI,Shopping
SWIGGY ORDER PAYMENT,Food
PPF BANGALORE,Investment
AMAZON PRIME ONLINE,Entertainment
BROADBAND BILL BANGALORE,Bills
BHARAT PETROLEUM TXN,Fuel
INDIAN OIL #1234,Fuel
PIZZA HUT TXN,Food
BOOKMYSHOW #1234,Entertainment
AMAZON PAY ONLINE,Shopping
METRO RECHARGE KOCHI,Travel
HOSPITAL UPI,Healthcare
UBER TRIP KOCHI,Travel
MONTHLY SALARY ONLINE,Salary
CASH WITHDRAWAL BANGALORE,Others
BUS TICKET INDIA,Travel
RELIANCE DIGITAL ONLINE,Shopping
MOBILE RECHARGE,Bills
MONTHLY SALARY,Salary
BANK CHARGE KOCHI,Others
BHARAT PETROLEUM STORE,Fuel
BONUS CREDIT KOCHI,Salary
YOUTUBE PREMIUM INDIA,Entertainment
BUS TICKET PAYMENT,Travel
MUTUAL FUND SIP ONLINE,Investment
SHELL PETROL PAYMENT,Fuel
MUTUAL FUND SIP PAYMENT,Investment
MCDONALDS PAYMENT,Food
SALARY CREDIT KOCHI,Salary
SHELL PETROL #1234,Fuel
RAPIDO,Travel
LAB TEST TXN,Healthcare
DENTAL CLINIC #1234,Healthcare
HP PETROL #1234,Fuel
PPF #1234,Investment
PIZZA HUT POS,Food
SHELL PETROL ONLINE,Fuel
PPF #1234,Investment
UBER TRIP PAYMENT,Travel
RELIANCE DIGITAL POS,Shopping
BANK CHARGE,Others
OLA CAB PAYMENT,Travel
JIO RECHARGE KOCHI,Bills
INDIAN OIL PAYMENT,Fuel
PUMA POS,Shopping
BONUS CREDIT,Salary
AJIO BANGALORE,Shopping
CASH WITHDRAWAL KOCHI,Others
YOUTUBE PREMIUM BANGALORE,Entertainment
PPF,Investment
BONUS CREDIT KOCHI,Salary
JIO RECHARGE INDIA,Bills
JIO RECHARGE STORE,Bills
NIKE STORE KOCHI,Shopping
YOUTUBE PREMIUM ONLINE,Entertainment
RAPIDO STORE,Travel
UBER TRIP TXN,Travel
MEDICAL STORE,Healthcare
BHARAT PETROLEUM INDIA,Fuel
MONTHLY SALARY PAYMENT,Salary
YOUTUBE PREMIUM PAYMENT,Entertainment
ZERODHA PAYMENT,Investment
NPS,Investment
STOCK PURCHASE #1234,Investment
JIO RECHARGE INDIA,Bills
BOOKMYSHOW,Entertainment
HP PETROL UPI,Fuel
AIRTEL TXN,Bills
BUS TICKET INDIA,Travel
MCDONALDS STORE,Food
BONUS CREDIT ONLINE,Salary
SALARY CREDIT ONLINE,Salary
ELECTRICITY BILL INDIA,Bills
ATM WITHDRAWAL STORE,Others
CASH WITHDRAWAL STORE,Others
MEDICAL STORE PAYMENT,Healthcare
MYNTRA UPI,Shopping
ELECTRICITY BILL BANGALORE,Bills
AJIO TXN,Shopping
SHELL PETROL ONLINE,Fuel
JIO RECHARGE ONLINE,Bills
RAPIDO STORE,Travel
WATER BILL #1234,Bills
BURGER KING KOCHI,Food
BOOKMYSHOW KOCHI,Entertainment
BHARAT PETROLEUM TXN,Fuel
BHARAT PETROLEUM STORE,Fuel
METRO RECHARGE TXN,Travel
YOUTUBE PREMIUM ONLINE,Entertainment
BOOKMYSHOW,Entertainment
ZOMATO PAYMENT ONLINE,Food
AMAZON PRIME POS,Entertainment
AMAZON PAY ONLINE,Shopping
AMAZON PRIME,Entertainment
AIRTEL UPI,Bills
PPF ONLINE,Investment
SPOTIFY UPI,Entertainment
SPOTIFY STORE,Entertainment
HP PETROL BANGALORE,Fuel
SPOTIFY,Entertainment
SPOTIFY,Entertainment
ELECTRICITY BILL POS,Bills
HOSPITAL KOCHI,Healthcare
MONTHLY SALARY #1234,Salary
MUTUAL FUND SIP STORE,Investment
CHEQUE PAYMENT #1234,Others
SALARY CREDIT ONLINE,Salary
SPOTIFY POS,Entertainment
IRCTC #1234,Travel
BANK CHARGE BANGALORE,Others
ZERODHA UPI,Investment
MUTUAL FUND SIP UPI,Investment
BUS TICKET PAYMENT,Travel
PIZZA HUT ONLINE,Food
CHEQUE PAYMENT BANGALORE,Others
PUMA #1234,Shopping
MUTUAL FUND SIP BANGALORE,Investment
SALARY CREDIT KOCHI,Salary
JIO RECHARGE POS,Bills
PPF KOCHI,Investment
JIO RECHARGE PAYMENT,Bills
DENTAL CLINIC PAYMENT,Healthcare
HP PETROL ONLINE,Fuel
SHELL PETROL BANGALORE,Fuel
SALARY CREDIT POS,Salary
MONTHLY SALARY POS,Salary
BOOKMYSHOW #1234,Entertainment
HOSPITAL STORE,Healthcare
HP PETROL TXN,Fuel
APOLLO PHARMACY #1234,Healthcare
BANK CHARGE BANGALORE,Others
ATM WITHDRAWAL UPI,Others
BURGER KING POS,Food
ELECTRICITY BILL STORE,Bills
WATER BILL TXN,Bills
PPF TXN,Investment
MUTUAL FUND SIP #1234,Investment
CROMA INDIA,Shopping
PPF POS,Investment
PPF PAYMENT,Investment
ZOMATO PAYMENT POS,Food
BANK CHARGE BANGALORE,Others
PIZZA HUT TXN,Food
CASH WITHDRAWAL KOCHI,Others
BONUS CREDIT #1234,Salary
ZERODHA #1234,Investment
KFC INDIA ONLINE,Food
METRO RECHARGE INDIA,Travel
MONTHLY SALARY TXN,Salary
SALARY CREDIT KOCHI,Salary
HOTSTAR BANGALORE,Entertainment
INDIAN OIL #1234,Fuel
SPOTIFY STORE,Entertainment
BURGER KING,Food
HP PETROL PAYMENT,Fuel
HOTSTAR POS,Entertainment
FLIPKART ONLINE,Shopping
OLA CAB INDIA,Travel
ZOMATO PAYMENT TXN,Food
KSRTC TXN,Travel
DENTAL CLINIC BANGALORE,Healthcare
STOCK PURCHASE POS,Investment
NETFLIX TXN,Entertainment
RELIANCE DIGITAL INDIA,Shopping
CHEQUE PAYMENT KOCHI,Others
WATER BILL #1234,Bills
HOTSTAR UPI,Entertainment
INDIAN OIL PAYMENT,Fuel
PUMA PAYMENT,Shopping
NETFLIX INDIA,Entertainment
AMAZON PRIME #1234,Entertainment
MYNTRA #1234,Shopping
ATM WITHDRAWAL TXN,Others
HOTSTAR POS,Entertainment
SALARY CREDIT PAYMENT,Salary
PPF POS,Investment
FLIPKART,Shopping
AMAZON PRIME UPI,Entertainment
HP PETROL,Fuel
SALARY CREDIT BANGALORE,Salary
MEDICAL STORE PAYMENT,Healthcare
BANK CHARGE STORE,Others
CAFE COFFEE DAY UPI,Food
SALARY CREDIT STORE,Salary
BANK CHARGE INDIA,Others
NIKE STORE UPI,Shopping
YOUTUBE PREMIUM PAYMENT,Entertainment
CHEQUE PAYMENT INDIA,Others
STARBUCKS INDIA,Food
PUMA INDIA,Shopping
AMAZON PAY,Shopping
DENTAL CLINIC POS,Healthcare
INDIAN OIL,Fuel
RAPIDO TXN,Travel
AMAZON PAY UPI,Shopping
NPS STORE,Investment
INDIAN OIL INDIA,Fuel
BOOKMYSHOW POS,Entertainment
MYNTRA BANGALORE,Shopping
MEDICAL STORE KOCHI,Healthcare
IRCTC STORE,Travel
INDIAN OIL KOCHI,Fuel
STARBUCKS ONLINE,Food
SHELL PETROL PAYMENT,Fuel
CASH WITHDRAWAL ONLINE,Others
MONTHLY SALARY TXN,Salary
MEDICAL STORE ONLINE,Healthcare
LAB TEST POS,Healthcare
BONUS CREDIT BANGALORE,Salary
MEDICAL STORE POS,Healthcare
WATER BILL POS,Bills
DENTAL CLINIC #1234,Healthcare
BUS TICKET #1234,Travel
KSRTC POS,Travel
YOUTUBE PREMIUM INDIA,Entertainment
NPS STORE,Investment
MUTUAL FUND SIP #1234,Investment
SALARY CREDIT TXN,Salary
RELIANCE DIGITAL TXN,Shopping
LAB TEST KOCHI,Healthcare
SHELL PETROL UPI,Fuel
MONTHLY SALARY UPI,Salary
METRO RECHARGE UPI,Travel
IRCTC PAYMENT,Travel
PPF #1234,Investment
ATM WITHDRAWAL,Others
AMAZON PRIME INDIA,Entertainment
PIZZA HUT UPI,Food
MUTUAL FUND SIP INDIA,Investment
MONTHLY SALARY BANGALORE,Salary
BONUS CREDIT KOCHI,Salary
BUS TICKET ONLINE,Travel
SPOTIFY UPI,Entertainment
JIO RECHARGE UPI,Bills
STOCK PURCHASE UPI,Investment
RAPIDO STORE,Travel
SALARY CREDIT PAYMENT,Salary
HOSPITAL PAYMENT,Healthcare
KSRTC PAYMENT,Travel
STOCK PURCHASE,Investment
SPOTIFY UPI,Entertainment
STOCK PURCHASE INDIA,Investment
ATM WITHDRAWAL PAYMENT,Others
BUS TICKET STORE,Travel
RAPIDO #1234,Travel
MONTHLY SALARY PAYMENT,Salary
SALARY CREDIT BANGALORE,Salary
PPF POS,Investment
BHARAT PETROLEUM UPI,Fuel
JIO RECHARGE BANGALORE,Bills
STARBUCKS UPI,Food
NIKE STORE STORE,Shopping
BONUS CREDIT PAYMENT,Salary
CASH WITHDRAWAL,Others
ZERODHA UPI,Investment
AJIO,Shopping
STOCK PURCHASE KOCHI,Investment
STARBUCKS KOCHI,Food
PUMA UPI,Shopping
BHARAT PETROLEUM BANGALORE,Fuel
MUTUAL FUND SIP UPI,Investment
CASH WITHDRAWAL STORE,Others
APOLLO PHARMACY POS,Healthcare
HP PETROL ONLINE,Fuel
RELIANCE DIGITAL KOCHI,Shopping
ZOMATO PAYMENT UPI,Food
BANK CHARGE #1234,Others
IRCTC BANGALORE,Travel
STOCK PURCHASE ONLINE,Investment
SPOTIFY KOCHI,Entertainment
PPF ONLINE,Investment
INDIAN OIL STORE,Fuel
NETFLIX PAYMENT,Entertainment
CAFE COFFEE DAY INDIA,Food
ATM WITHDRAWAL PAYMENT,Others
BONUS CREDIT POS,Salary
WATER BILL,Bills
NETFLIX BANGALORE,Entertainment
CROMA UPI,Shopping
SALARY CREDIT UPI,Salary
YOUTUBE PREMIUM INDIA,Entertainment
UBER TRIP STORE,Travel
CROMA UPI,Shopping
HOSPITAL KOCHI,Healthcare
LAB TEST POS,Healthcare
BROADBAND BILL POS,Bills
JIO RECHARGE KOCHI,Bills
RELIANCE DIGITAL UPI,Shopping
BONUS CREDIT INDIA,Salary
IRCTC TXN,Travel
CAFE COFFEE DAY POS,Food
BOOKMYSHOW PAYMENT,Entertainment
KFC INDIA KOCHI,Food
PIZZA HUT TXN,Food
NETFLIX,Entertainment
CHEQUE PAYMENT #1234,Others
IRCTC TXN,Travel
SALARY CREDIT #1234,Salary
CASH WITHDRAWAL,Others
SHELL PETROL KOCHI,Fuel
NPS #1234,Investment
RAPIDO PAYMENT,Travel
BROADBAND BILL BANGALORE,Bills
PPF KOCHI,Investment
AMAZON PAY ONLINE,Shopping
INDIAN OIL STORE,Fuel
MUTUAL FUND SIP KOCHI,Investment
BONUS CREDIT BANGALORE,Salary
NPS ONLINE,Investment
RELIANCE DIGITAL STORE,Shopping
STOCK PURCHASE KOCHI,Investment
YOUTUBE PREMIUM,Entertainment
ATM WITHDRAWAL #1234,Others
NIKE STORE,Shopping
CASH WITHDRAWAL ONLINE,Others
ZERODHA #1234,Investment
SHELL PETROL TXN,Fuel
ATM WITHDRAWAL INDIA,Others
MEDICAL STORE #1234,Healthcare
SHELL PETROL PAYMENT,Fuel
BANK CHARGE BANGALORE,Others
MYNTRA INDIA,Shopping
MEDICAL STORE #1234,Healthcare
DENTAL CLINIC STORE,Healthcare
HP PETROL #1234,Fuel
RAPIDO BANGALORE,Travel
SPOTIFY #1234,Entertainment
BURGER KING BANGALORE,Food
ZERODHA INDIA,Investment
SHELL PETROL TXN,Fuel
MONTHLY SALARY BANGALORE,Salary
ZERODHA PAYMENT,Investment
ATM WITHDRAWAL PAYMENT,Others
MYNTRA UPI,Shopping
BONUS CREDIT PAYMENT,Salary
CHEQUE PAYMENT KOCHI,Others
ATM WITHDRAWAL PAYMENT,Others
MCDONALDS #1234,Food
BOOKMYSHOW TXN,Entertainment
CHEQUE PAYMENT KOCHI,Others
APOLLO PHARMACY TXN,Healthcare
HOTSTAR STORE,Entertainment
DENTAL CLINIC STORE,Healthcare
METRO RECHARGE UPI,Travel
CHEQUE PAYMENT INDIA,Others
STOCK PURCHASE BANGALORE,Investment
STOCK PURCHASE #1234,Investment
ZOMATO PAYMENT KOCHI,Food
CHEQUE PAYMENT POS,Others
RELIANCE DIGITAL PAYMENT,Shopping
MYNTRA POS,Shopping
BOOKMYSHOW ONLINE,Entertainment
HP PETROL KOCHI,Fuel
SWIGGY ORDER PAYMENT,Food
HOTSTAR STORE,Entertainment
AMAZON PRIME ONLINE,Entertainment
ATM WITHDRAWAL,Others
BHARAT PETROLEUM ONLINE,Fuel
BONUS CREDIT TXN,Salary
BROADBAND BILL PAYMENT,Bills
SHELL PETROL #1234,Fuel
OLA CAB #1234,Travel
UBER TRIP ONLINE,Travel
BANK CHARGE BANGALORE,Others
JIO RECHARGE,Bills
STOCK PURCHASE STORE,Investment
ELECTRICITY BILL PAYMENT,Bills
BHARAT PETROLEUM ONLINE,Fuel
HP PETROL ONLINE,Fuel
NPS,Investment
APOLLO PHARMACY,Healthcare
MCDONALDS UPI,Food
NIKE STORE PAYMENT,Shopping
DENTAL CLINIC STORE,Healthcare
STOCK PURCHASE,Investment
WATER BILL INDIA,Bills
CASH WITHDRAWAL BANGALORE,Others
MOBILE RECHARGE PAYMENT,Bills
BANK CHARGE PAYMENT,Others
STARBUCKS STORE,Food
JIO RECHARGE KOCHI,Bills
AMAZON PRIME POS,Entertainment
BHARAT PETROLEUM,Fuel
BUS TICKET TXN,Travel
ZERODHA PAYMENT,Investment
CASH WITHDRAWAL INDIA,Others
YOUTUBE PREMIUM UPI,Entertainment
HOTSTAR PAYMENT,Entertainment
CAFE COFFEE DAY,Food
FLIGHT BOOKING,Travel
CASH WITHDRAWAL STORE,Others
MONTHLY SALARY ONLINE,Salary
APOLLO PHARMACY #1234,Healthcare
FLIGHT BOOKING PAYMENT,Travel
CASH WITHDRAWAL KOCHI,Others
WATER BILL POS,Bills
BROADBAND BILL,Bills
NPS INDIA,Investment
CASH WITHDRAWAL PAYMENT,Others
MOBILE RECHARGE #1234,Bills
INDIAN OIL,Fuel
INDIAN OIL PAYMENT,Fuel
MYNTRA UPI,Shopping
STOCK PURCHASE TXN,Investment
BHARAT PETROLEUM INDIA,Fuel
DENTAL CLINIC KOCHI,Healthcare
APOLLO PHARMACY UPI,Healthcare
MONTHLY SALARY BANGALORE,Salary
ELECTRICITY BILL BANGALORE,Bills
FLIGHT BOOKING TXN,Travel
HP PETROL BANGALORE,Fuel
AMAZON PRIME,Entertainment
SPOTIFY UPI,Entertainment
RAPIDO ONLINE,Travel
HOSPITAL,Healthcare
HP PETROL POS,Fuel
NETFLIX KOCHI,Entertainment
DOMINOS PIZZA BANGALORE,Food
MUTUAL FUND SIP STORE,Investment
DOMINOS PIZZA KOCHI,Food
INDIAN OIL ONLINE,Fuel
MONTHLY SALARY UPI,Salary
CASH WITHDRAWAL INDIA,Others
ELECTRICITY BILL INDIA,Bills
HP PETROL UPI,Fuel
MOBILE RECHARGE,Bills
CASH WITHDRAWAL STORE,Others
OLA CAB ONLINE,Travel
MUTUAL FUND SIP PAYMENT,Investment
OLA CAB,Travel
CASH WITHDRAWAL INDIA,Others
APOLLO PHARMACY INDIA,Healthcare
FLIGHT BOOKING INDIA,Travel
YOUTUBE PREMIUM STORE,Entertainment
KSRTC TXN,Travel
AMAZON PAY POS,Shopping
HP PETROL TXN,Fuel
HOSPITAL,Healthcare
CHEQUE PAYMENT #1234,Others
INDIAN OIL,Fuel
HOSPITAL STORE,Healthcare
HOTSTAR TXN,Entertainment
KSRTC TXN,Travel
PPF,Investment
CASH WITHDRAWAL TXN,Others
WATER BILL TXN,Bills
RAPIDO KOCHI,Travel
WATER BILL TXN,Bills
AMAZON PAY PAYMENT,Shopping
HOTSTAR PAYMENT,Entertainment
MEDICAL STORE STORE,Healthcare
FLIGHT BOOKING BANGALORE,Travel
AJIO POS,Shopping
NIKE STORE,Shopping
NIKE STORE KOCHI,Shopping
AMAZON PRIME PAYMENT,Entertainment
FLIPKART ONLINE,Shopping
STOCK PURCHASE POS,Investment
HOTSTAR STORE,Entertainment
CROMA,Shopping
CHEQUE PAYMENT INDIA,Others
SHELL PETROL POS,Fuel
MOBILE RECHARGE BANGALORE,Bills
AMAZON PAY INDIA,Shopping
CASH WITHDRAWAL INDIA,Others
MOBILE RECHARGE KOCHI,Bills
NETFLIX STORE,Entertainment
METRO RECHARGE POS,Travel
SHELL PETROL UPI,Fuel
HP PETROL STORE,Fuel
AMAZON PRIME POS,Entertainment
ELECTRICITY BILL #1234,Bills
CHEQUE PAYMENT #1234,Others
BUS TICKET INDIA,Travel
PUMA BANGALORE,Shopping
OLA CAB BANGALORE,Travel
DOMINOS PIZZA UPI,Food
HP PETROL POS,Fuel
RAPIDO KOCHI,Travel
CHEQUE PAYMENT BANGALORE,Others
LAB TEST INDIA,Healthcare
SALARY CREDIT ONLINE,Salary
MEDICAL STORE BANGALORE,Healthcare
SPOTIFY KOCHI,Entertainment
BONUS CREDIT BANGALORE,Salary
NETFLIX STORE,Entertainment
ELECTRICITY BILL,Bills
MUTUAL FUND SIP BANGALORE,Investment
BHARAT PETROLEUM UPI,Fuel
APOLLO PHARMACY STORE,Healthcare
ZERODHA PAYMENT,Investment
CASH WITHDRAWAL,Others
NIKE STORE KOCHI,Shopping
HOSPITAL POS,Healthcare
SPOTIFY POS,Entertainment
SHELL PETROL ONLINE,Fuel
AMAZON PAY ONLINE,Shopping
WATER BILL UPI,Bills
LAB TEST BANGALORE,Healthcare
ZOMATO PAYMENT ONLINE,Food
YOUTUBE PREMIUM,Entertainment
BONUS CREDIT POS,Salary
ATM WITHDRAWAL INDIA,Others
DENTAL CLINIC INDIA,Healthcare
ATM WITHDRAWAL,Others
PPF ONLINE,Investment
ZOMATO PAYMENT BANGALORE,Food
YOUTUBE PREMIUM #1234,Entertainment
BANK CHARGE STORE,Others
WATER BILL KOCHI,Bills
ELECTRICITY BILL BANGALORE,Bills
BHARAT PETROLEUM INDIA,Fuel
ZERODHA STORE,Investment
STARBUCKS STORE,Food
CASH WITHDRAWAL,Others
SHELL PETROL BANGALORE,Fuel
BHARAT PETROLEUM STORE,Fuel
FLIGHT BOOKING POS,Travel
SWIGGY ORDER UPI,Food
BUS TICKET POS,Travel
KSRTC BANGALORE,Travel
NETFLIX PAYMENT,Entertainment
HP PETROL UPI,Fuel
HP PETROL #1234,Fuel
MONTHLY SALARY #1234,Salary
STOCK PURCHASE PAYMENT,Investment
RELIANCE DIGITAL #1234,Shopping
METRO RECHARGE TXN,Travel
SALARY CREDIT TXN,Salary
INDIAN OIL STORE,Fuel
FLIGHT BOOKING #1234,Travel
AMAZON PRIME #1234,Entertainment
KFC INDIA BANGALORE,Food
MYNTRA PAYMENT,Shopping
INDIAN OIL INDIA,Fuel
BANK CHARGE,Others
AIRTEL STORE,Bills
CHEQUE PAYMENT #1234,Others
UBER TRIP UPI,Travel
NPS UPI,Investment
HP PETROL ONLINE,Fuel
MUTUAL FUND SIP UPI,Investment
BOOKMYSHOW TXN,Entertainment
BROADBAND BILL KOCHI,Bills
METRO RECHARGE KOCHI,Travel
BONUS CREDIT POS,Salary
BONUS CREDIT #1234,Salary
MEDICAL STORE BANGALORE,Healthcare
CASH WITHDRAWAL STORE,Others
SPOTIFY PAYMENT,Entertainment
AMAZON PRIME POS,Entertainment
MYNTRA TXN,Shopping
RELIANCE DIGITAL BANGALORE,Shopping
AJIO UPI,Shopping
HOTSTAR PAYMENT,Entertainment
SALARY CREDIT BANGALORE,Salary
WATER BILL,Bills
PIZZA HUT UPI,Food
BUS TICKET ONLINE,Travel
CROMA INDIA,Shopping
HOSPITAL #1234,Healthcare
CROMA INDIA,Shopping
AIRTEL BANGALORE,Bills
STARBUCKS TXN,Food
BHARAT PETROLEUM BANGALORE,Fuel
NIKE STORE TXN,Shopping
UBER TRIP TXN,Travel
CASH WITHDRAWAL INDIA,Others
NPS PAYMENT,Investment
AMAZON PRIME INDIA,Entertainment
AMAZON PAY UPI,Shopping
PIZZA HUT STORE,Food
METRO RECHARGE KOCHI,Travel
HOSPITAL INDIA,Healthcare
MCDONALDS KOCHI,Food
AMAZON PRIME #1234,Entertainment
SHELL PETROL ONLINE,Fuel
MUTUAL FUND SIP KOCHI,Investment
SALARY CREDIT #1234,Salary
OLA CAB POS,Travel
SWIGGY ORDER KOCHI,Food
HOSPITAL UPI,Healthcare
MUTUAL FUND SIP BANGALORE,Investment
METRO RECHARGE POS,Travel
SWIGGY ORDER ONLINE,Food
NETFLIX INDIA,Entertainment
HOTSTAR BANGALORE,Entertainment
ELECTRICITY BILL,Bills
HOSPITAL INDIA,Healthcare
AMAZON PAY UPI,Shopping
HP PETROL STORE,Fuel
WATER BILL TXN,Bills
STOCK PURCHASE BANGALORE,Investment
HOTSTAR POS,Entertainment
MUTUAL FUND SIP TXN,Investment
YOUTUBE PREMIUM INDIA,Entertainment
APOLLO PHARMACY BANGALORE,Healthcare
HP PETROL KOCHI,Fuel
MEDICAL STORE STORE,Healthcare
RAPIDO UPI,Travel
PPF POS,Investment
SUBWAY TXN,Food
BOOKMYSHOW INDIA,Entertainment
BANK CHARGE #1234,Others
METRO RECHARGE #1234,Travel
CHEQUE PAYMENT UPI,Others
SHELL PETROL KOCHI,Fuel
CASH WITHDRAWAL #1234,Others
BROADBAND BILL INDIA,Bills
SHELL PETROL PAYMENT,Fuel
KSRTC,Travel
JIO RECHARGE TXN,Bills
BONUS CREDIT ONLINE,Salary
BONUS CREDIT ONLINE,Salary
ZERODHA KOCHI,Investment
OLA CAB BANGALORE,Travel
METRO RECHARGE BANGALORE,Travel
BONUS CREDIT UPI,Salary
BROADBAND BILL INDIA,Bills
HOTSTAR BANGALORE,Entertainment
MEDICAL STORE TXN,Healthcare
SUBWAY #1234,Food
BANK CHARGE PAYMENT,Others
NPS TXN,Investment
INDIAN OIL BANGALORE,Fuel
BURGER KING PAYMENT,Food
FLIGHT BOOKING KOCHI,Travel
ATM WITHDRAWAL POS,Others
CASH WITHDRAWAL STORE,Others
SUBWAY #1234,Food
CASH WITHDRAWAL BANGALORE,Others
BANK CHARGE KOCHI,Others
CROMA,Shopping
ATM WITHDRAWAL POS,Others
DENTAL CLINIC POS,Healthcare
DENTAL CLINIC ONLINE,Healthcare
DENTAL CLINIC INDIA,Healthcare
MONTHLY SALARY POS,Salary
BONUS CREDIT #1234,Salary
NPS ONLINE,Investment
BONUS CREDIT PAYMENT,Salary
AIRTEL INDIA,Bills
KSRTC STORE,Travel
SALARY CREDIT PAYMENT,Salary
AIRTEL ONLINE,Bills
OLA CAB TXN,Travel
INDIAN OIL PAYMENT,Fuel
ELECTRICITY BILL KOCHI,Bills
BANK CHARGE,Others
JIO RECHARGE INDIA,Bills
SALARY CREDIT PAYMENT,Salary
ATM WITHDRAWAL KOCHI,Others
MUTUAL FUND SIP #1234,Investment
SALARY CREDIT PAYMENT,Salary
AIRTEL,Bills
BHARAT PETROLEUM UPI,Fuel
AMAZON PRIME POS,Entertainment
AJIO POS,Shopping
BANK CHARGE TXN,Others
MEDICAL STORE BANGALORE,Healthcare
SALARY CREDIT #1234,Salary
MONTHLY SALARY TXN,Salary
CHEQUE PAYMENT ONLINE,Others
NPS PAYMENT,Investment
SHELL PETROL TXN,Fuel
METRO RECHARGE INDIA,Travel
MOBILE RECHARGE TXN,Bills
SHELL PETROL PAYMENT,Fuel
HOSPITAL PAYMENT,Healthcare
SPOTIFY,Entertainment
BHARAT PETROLEUM #1234,Fuel
MONTHLY SALARY ONLINE,Salary
MOBILE RECHARGE PAYMENT,Bills
BOOKMYSHOW #1234,Entertainment
FLIPKART INDIA,Shopping
NIKE STORE UPI,Shopping
BANK CHARGE BANGALORE,Others
METRO RECHARGE INDIA,Travel
MUTUAL FUND SIP ONLINE,Investment
AMAZON PAY UPI,Shopping
STOCK PURCHASE STORE,Investment
MYNTRA,Shopping
SALARY CREDIT INDIA,Salary
FLIGHT BOOKING UPI,Travel
DOMINOS PIZZA INDIA,Food
BROADBAND BILL INDIA,Bills
BOOKMYSHOW BANGALORE,Entertainment
SHELL PETROL ONLINE,Fuel
HOTSTAR KOCHI,Entertainment
MOBILE RECHARGE #1234,Bills
INDIAN OIL #1234,Fuel
MONTHLY SALARY,Salary
STARBUCKS UPI,Food
BONUS CREDIT UPI,Salary
RAPIDO KOCHI,Travel
AMAZON PRIME ONLINE,Entertainment
CASH WITHDRAWAL STORE,Others
AMAZON PRIME STORE,Entertainment
IRCTC #1234,Travel
MYNTRA PAYMENT,Shopping
SALARY CREDIT TXN,Salary
SHELL PETROL,Fuel
ATM WITHDRAWAL KOCHI,Others
SHELL PETROL UPI,Fuel
APOLLO PHARMACY POS,Healthcare
INDIAN OIL,Fuel
BOOKMYSHOW #1234,Entertainment
ZOMATO PAYMENT,Food
KSRTC INDIA,Travel
CHEQUE PAYMENT,Others
NIKE STORE UPI,Shopping
RELIANCE DIGITAL ONLINE,Shopping
AIRTEL ONLINE,Bills
MONTHLY SALARY UPI,Salary
BOOKMYSHOW,Entertainment
MOBILE RECHARGE,Bills
PIZZA HUT STORE,Food
MONTHLY SALARY BANGALORE,Salary
BOOKMYSHOW INDIA,Entertainment
AMAZON PAY ONLINE,Shopping
STOCK PURCHASE BANGALORE,Investment
NPS BANGALORE,Investment
KFC INDIA STORE,Food
BUS TICKET KOCHI,Travel
SHELL PETROL UPI,Fuel
MYNTRA PAYMENT,Shopping
IRCTC TXN,Travel
ATM WITHDRAWAL UPI,Others
ZERODHA TXN,Investment
SPOTIFY UPI,Entertainment
LAB TEST INDIA,Healthcare
STOCK PURCHASE PAYMENT,Investment
METRO RECHARGE UPI,Travel
BUS TICKET ONLINE,Travel
SPOTIFY KOCHI,Entertainment
NETFLIX,Entertainment
LAB TEST,Healthcare
APOLLO PHARMACY PAYMENT,Healthcare
ATM WITHDRAWAL POS,Others
SALARY CREDIT #1234,Salary
BHARAT PETROLEUM,Fuel
ATM WITHDRAWAL INDIA,Others
WATER BILL STORE,Bills
YOUTUBE PREMIUM UPI,Entertainment
SWIGGY ORDER,Food
ZOMATO PAYMENT STORE,Food
LAB TEST TXN,Healthcare
MEDICAL STORE KOCHI,Healthcare
BHARAT PETROLEUM #1234,Fuel
CAFE COFFEE DAY POS,Food
AIRTEL ONLINE,Bills
LAB TEST KOCHI,Healthcare
MEDICAL STORE ONLINE,Healthcare
IRCTC STORE,Travel
APOLLO PHARMACY STORE,Healthcare
SWIGGY ORDER TXN,Food
UBER TRIP PAYMENT,Travel
AIRTEL STORE,Bills
BONUS CREDIT INDIA,Salary
BONUS CREDIT PAYMENT,Salary
STOCK PURCHASE,Investment
INDIAN OIL PAYMENT,Fuel
STOCK PURCHASE POS,Investment
CHEQUE PAYMENT ONLINE,Others
HP PETROL ONLINE,Fuel
MUTUAL FUND SIP POS,Investment
ZERODHA TXN,Investment
AJIO UPI,Shopping
ZOMATO PAYMENT UPI,Food
MEDICAL STORE POS,Healthcare
PUMA UPI,Shopping
MYNTRA TXN,Shopping
BONUS CREDIT TXN,Salary
INDIAN OIL POS,Fuel
AJIO UPI,Shopping
YOUTUBE PREMIUM KOCHI,Entertainment
FLIGHT BOOKING STORE,Travel
CROMA STORE,Shopping
PUMA BANGALORE,Shopping
METRO RECHARGE #1234,Travel
MUTUAL FUND SIP PAYMENT,Investment
STOCK PURCHASE TXN,Investment
CHEQUE PAYMENT UPI,Others
HP PETROL STORE,Fuel
MUTUAL FUND SIP TXN,Investment
ELECTRICITY BILL BANGALORE,Bills
AIRTEL TXN,Bills
